Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
MON-4081,Task,In Progress,MON,OpenShift Monitoring,software,,12/11/2024 05:00,
MON-4077,Task,Code Review,MON,OpenShift Monitoring,software,,05/11/2024 15:45,
MON-4073,Epic,In Progress,MON,OpenShift Monitoring,software,,05/11/2024 14:40,
MON-4072,Task,Code Review,MON,OpenShift Monitoring,software,,05/11/2024 10:00,
MON-4071,Task,Code Review,MON,OpenShift Monitoring,software,,05/11/2024 08:25,
MON-4070,Task,To Do,MON,OpenShift Monitoring,software,,04/11/2024 10:59,
MON-4068,Bug,Closed,MON,OpenShift Monitoring,software,Done,30/10/2024 07:34,30/10/2024 11:51
MON-4067,Epic,New,MON,OpenShift Monitoring,software,,29/10/2024 16:57,
MON-4066,Task,Closed,MON,OpenShift Monitoring,software,Done,24/10/2024 06:03,04/11/2024 01:43
MON-4065,Task,Closed,MON,OpenShift Monitoring,software,Done,23/10/2024 08:47,29/10/2024 16:28
MON-4064,Story,To Do,MON,OpenShift Monitoring,software,,22/10/2024 14:25,
MON-4063,Story,To Do,MON,OpenShift Monitoring,software,,22/10/2024 14:25,
MON-4062,Story,To Do,MON,OpenShift Monitoring,software,,22/10/2024 14:22,
MON-4061,Story,To Do,MON,OpenShift Monitoring,software,,22/10/2024 14:21,
MON-4060,Task,Closed,MON,OpenShift Monitoring,software,Done,21/10/2024 19:15,24/10/2024 05:48
MON-4059,Story,To Do,MON,OpenShift Monitoring,software,,21/10/2024 18:58,
MON-4058,Task,Code Review,MON,OpenShift Monitoring,software,,18/10/2024 11:49,
MON-4057,Task,Closed,MON,OpenShift Monitoring,software,Done,18/10/2024 11:48,13/11/2024 04:47
MON-4056,Epic,In Progress,MON,OpenShift Monitoring,software,,18/10/2024 11:30,
MON-4053,Task,To Do,MON,OpenShift Monitoring,software,,16/10/2024 06:45,
MON-4052,Task,To Do,MON,OpenShift Monitoring,software,,16/10/2024 06:39,
MON-4051,Task,To Do,MON,OpenShift Monitoring,software,,11/10/2024 19:47,
MON-4047,Task,To Do,MON,OpenShift Monitoring,software,,08/10/2024 07:08,
MON-4046,Task,Code Review,MON,OpenShift Monitoring,software,,08/10/2024 06:54,
MON-4045,Epic,In Progress,MON,OpenShift Monitoring,software,,08/10/2024 06:47,
MON-4044,Epic,To Do,MON,OpenShift Monitoring,software,,07/10/2024 08:11,
MON-4043,Epic,To Do,MON,OpenShift Monitoring,software,,07/10/2024 08:11,
MON-4042,Task,To Do,MON,OpenShift Monitoring,software,,03/10/2024 17:51,
MON-4023,Bug,To Do,MON,OpenShift Monitoring,software,,23/09/2024 07:49,
MON-4022,Task,To Do,MON,OpenShift Monitoring,software,,19/09/2024 14:07,
MON-4021,Task,Closed,MON,OpenShift Monitoring,software,Done,19/09/2024 14:07,21/10/2024 07:15
MON-4020,Task,To Do,MON,OpenShift Monitoring,software,,19/09/2024 14:00,
MON-4019,Task,To Do,MON,OpenShift Monitoring,software,,19/09/2024 13:57,
MON-4018,Task,To Do,MON,OpenShift Monitoring,software,,19/09/2024 13:54,
MON-4017,Epic,In Progress,MON,OpenShift Monitoring,software,,18/09/2024 21:54,
MON-4016,Story,Closed,MON,OpenShift Monitoring,software,Done,18/09/2024 06:14,24/09/2024 08:48
MON-4013,Task,Closed,MON,OpenShift Monitoring,software,Done,13/09/2024 12:21,18/09/2024 08:56
MON-4010,Task,Closed,MON,OpenShift Monitoring,software,Done,11/09/2024 09:28,18/09/2024 07:50
MON-4002,Feature,Closed,MON,OpenShift Monitoring,software,Can't Do,05/09/2024 03:52,23/09/2024 08:26
MON-3994,Task,Closed,MON,OpenShift Monitoring,software,Done,04/09/2024 06:49,12/09/2024 13:06
MON-3992,Task,Closed,MON,OpenShift Monitoring,software,Done,03/09/2024 07:11,04/09/2024 06:13
MON-3991,Task,Closed,MON,OpenShift Monitoring,software,Done,02/09/2024 09:12,03/10/2024 09:42
MON-3990,Task,Closed,MON,OpenShift Monitoring,software,Done,28/08/2024 15:34,30/08/2024 16:35
MON-3989,Task,Closed,MON,OpenShift Monitoring,software,Done,28/08/2024 07:46,03/09/2024 08:33
MON-3982,Task,Closed,MON,OpenShift Monitoring,software,Done,14/08/2024 13:22,21/08/2024 08:08
MON-3981,Task,Closed,MON,OpenShift Monitoring,software,Done,13/08/2024 07:56,19/08/2024 09:06
MON-3980,Task,Closed,MON,OpenShift Monitoring,software,Done,12/08/2024 20:54,12/08/2024 21:24
MON-3979,Task,Closed,MON,OpenShift Monitoring,software,Done,12/08/2024 20:52,12/08/2024 21:23
MON-3978,Task,Closed,MON,OpenShift Monitoring,software,Done,12/08/2024 20:50,12/08/2024 21:20
MON-3977,Task,To Do,MON,OpenShift Monitoring,software,,12/08/2024 20:49,
MON-3976,Task,Closed,MON,OpenShift Monitoring,software,Done,12/08/2024 20:47,21/08/2024 17:27
MON-3975,Task,Closed,MON,OpenShift Monitoring,software,Done,12/08/2024 20:47,21/08/2024 17:27
MON-3974,Task,Closed,MON,OpenShift Monitoring,software,Done,12/08/2024 20:46,21/08/2024 17:25
MON-3973,Task,Closed,MON,OpenShift Monitoring,software,Done,08/08/2024 11:59,14/08/2024 12:53
MON-3972,Task,Closed,MON,OpenShift Monitoring,software,Done,07/08/2024 12:36,09/08/2024 09:50
MON-3971,Story,Closed,MON,OpenShift Monitoring,software,Done,07/08/2024 07:24,25/10/2024 07:07
MON-3970,Story,Closed,MON,OpenShift Monitoring,software,Done,06/08/2024 02:25,07/08/2024 07:55
MON-3969,Story,Closed,MON,OpenShift Monitoring,software,Done,06/08/2024 02:25,07/08/2024 07:55
MON-3968,Story,Closed,MON,OpenShift Monitoring,software,Done,06/08/2024 02:25,06/08/2024 12:26
MON-3967,Task,Closed,MON,OpenShift Monitoring,software,Done,01/08/2024 12:50,19/08/2024 09:05
MON-3966,Task,Closed,MON,OpenShift Monitoring,software,Done,31/07/2024 14:43,31/07/2024 14:57
MON-3965,Task,Closed,MON,OpenShift Monitoring,software,Obsolete,31/07/2024 14:06,12/08/2024 20:36
MON-3964,Story,Closed,MON,OpenShift Monitoring,software,Done,31/07/2024 13:02,12/08/2024 07:45
MON-3963,Epic,Closed,MON,OpenShift Monitoring,software,Done,31/07/2024 13:01,12/08/2024 09:52
MON-3962,Task,Closed,MON,OpenShift Monitoring,software,Done,31/07/2024 08:21,21/08/2024 08:10
MON-3961,Task,Closed,MON,OpenShift Monitoring,software,Done,31/07/2024 08:16,09/08/2024 09:55
MON-3960,Task,To Do,MON,OpenShift Monitoring,software,,31/07/2024 08:16,
MON-3959,Task,Closed,MON,OpenShift Monitoring,software,Done,31/07/2024 08:13,01/08/2024 12:08
MON-3958,Story,Closed,MON,OpenShift Monitoring,software,Obsolete,31/07/2024 03:30,31/07/2024 06:58
MON-3957,Story,Closed,MON,OpenShift Monitoring,software,Obsolete,31/07/2024 03:29,31/07/2024 06:57
MON-3956,Story,Closed,MON,OpenShift Monitoring,software,Done,31/07/2024 03:29,31/07/2024 03:31
MON-3955,Task,Closed,MON,OpenShift Monitoring,software,Obsolete,29/07/2024 15:19,29/07/2024 15:32
MON-3954,Task,Closed,MON,OpenShift Monitoring,software,Done,29/07/2024 11:33,01/08/2024 16:38
MON-3953,Task,In Progress,MON,OpenShift Monitoring,software,,29/07/2024 07:54,
MON-3951,Task,Closed,MON,OpenShift Monitoring,software,Done,29/07/2024 07:40,19/09/2024 07:39
MON-3949,Task,To Do,MON,OpenShift Monitoring,software,,25/07/2024 06:39,
MON-3948,Task,Closed,MON,OpenShift Monitoring,software,Done,24/07/2024 04:49,30/07/2024 18:34
MON-3947,Task,Closed,MON,OpenShift Monitoring,software,Done,22/07/2024 07:38,24/07/2024 08:38
MON-3946,Task,To Do,MON,OpenShift Monitoring,software,,15/07/2024 14:01,
MON-3945,Task,Closed,MON,OpenShift Monitoring,software,Done,15/07/2024 03:00,14/08/2024 07:31
MON-3944,Task,Closed,MON,OpenShift Monitoring,software,Done,15/07/2024 03:00,09/08/2024 01:02
MON-3943,Task,To Do,MON,OpenShift Monitoring,software,,14/07/2024 14:46,
MON-3942,Task,Closed,MON,OpenShift Monitoring,software,Done,12/07/2024 11:33,20/08/2024 13:52
MON-3940,Task,Code Review,MON,OpenShift Monitoring,software,,11/07/2024 14:15,
MON-3939,Task,Closed,MON,OpenShift Monitoring,software,Done,11/07/2024 07:22,29/07/2024 18:51
MON-3938,Initiative,To Do,MON,OpenShift Monitoring,software,,11/07/2024 07:19,
MON-3937,Story,To Do,MON,OpenShift Monitoring,software,,10/07/2024 23:12,
MON-3936,Story,To Do,MON,OpenShift Monitoring,software,,10/07/2024 23:12,
MON-3935,Story,To Do,MON,OpenShift Monitoring,software,,10/07/2024 23:12,
MON-3934,Story,Code Review,MON,OpenShift Monitoring,software,,10/07/2024 16:56,
MON-3933,Bug,Closed,MON,OpenShift Monitoring,software,Not a Bug,10/07/2024 07:46,15/07/2024 02:35
MON-3929,Epic,Closed,MON,OpenShift Monitoring,software,Done,10/07/2024 03:14,13/09/2024 14:59
MON-3927,Task,Closed,MON,OpenShift Monitoring,software,Done,08/07/2024 09:24,05/08/2024 01:11
MON-3926,Story,Closed,MON,OpenShift Monitoring,software,Done,01/07/2024 09:00,02/07/2024 05:15
MON-3921,Task,Closed,MON,OpenShift Monitoring,software,Done,26/06/2024 13:52,26/06/2024 13:53
MON-3920,Task,To Do,MON,OpenShift Monitoring,software,,26/06/2024 07:43,
