Issue key,Issue id,Project key,,Project type,Status,Issue Type,Created,Resolved
INGHIPAP-554,197228,INGHIPAP,,software,Open,Bug,28/05/2015 10:26,
INGHIPAP-553,196949,INGHIPAP,,software,Closed,Sub-task,26/05/2015 09:47,26/05/2015 10:42
INGHIPAP-552,196820,INGHIPAP,,software,Closed,Sub-task,25/05/2015 10:13,25/05/2015 10:14
INGHIPAP-551,196806,INGHIPAP,,software,Closed,Sub-task,25/05/2015 08:59,25/05/2015 15:56
INGHIPAP-550,196675,INGHIPAP,,software,Resolved,Test,22/05/2015 10:01,22/05/2015 11:49
INGHIPAP-541,196520,INGHIPAP,,software,Closed,Sub-task,20/05/2015 12:12,26/05/2015 12:59
INGHIPAP-539,196418,INGHIPAP,,software,Resolved,Bug,19/05/2015 15:42,19/05/2015 16:06
INGHIPAP-537,196393,INGHIPAP,,software,Closed,Sub-task,19/05/2015 13:49,19/05/2015 15:29
INGHIPAP-536,196378,INGHIPAP,,software,Closed,Sub-task,19/05/2015 13:17,29/05/2015 09:05
INGHIPAP-535,196367,INGHIPAP,,software,Closed,Sub-task,19/05/2015 12:36,29/05/2015 09:12
INGHIPAP-533,196351,INGHIPAP,,software,Open,Bug,19/05/2015 10:38,
INGHIPAP-532,196350,INGHIPAP,,software,Closed,Sub-task,19/05/2015 10:31,19/05/2015 13:32
INGHIPAP-530,196335,INGHIPAP,,software,Closed,Sub-task,19/05/2015 09:09,19/05/2015 15:29
INGHIPAP-529,196317,INGHIPAP,,software,Open,Bug,18/05/2015 16:02,
INGHIPAP-528,196316,INGHIPAP,,software,Closed,Sub-task,18/05/2015 15:54,19/05/2015 15:05
INGHIPAP-527,196116,INGHIPAP,,software,Closed,Sub-task,14/05/2015 17:57,01/06/2015 09:59
INGHIPAP-526,196113,INGHIPAP,,software,Closed,Sub-task,14/05/2015 17:37,19/05/2015 15:05
INGHIPAP-525,196109,INGHIPAP,,software,Resolved,Sub-task,14/05/2015 16:56,14/05/2015 20:34
INGHIPAP-524,196107,INGHIPAP,,software,Open,Sub-task,14/05/2015 16:55,
INGHIPAP-522,196101,INGHIPAP,,software,Open,Sub-task,14/05/2015 16:32,
INGHIPAP-521,196098,INGHIPAP,,software,Resolved,Sub-task,14/05/2015 16:27,14/05/2015 18:08
INGHIPAP-520,196068,INGHIPAP,,software,Resolved,Sub-task,14/05/2015 14:06,14/05/2015 17:14
INGHIPAP-519,196066,INGHIPAP,,software,Resolved,Sub-task,14/05/2015 14:04,14/05/2015 15:09
INGHIPAP-518,196056,INGHIPAP,,software,Open,Bug,14/05/2015 13:13,
INGHIPAP-517,196033,INGHIPAP,,software,Resolved,Sub-task,14/05/2015 11:10,14/05/2015 15:55
INGHIPAP-516,196030,INGHIPAP,,software,Resolved,Sub-task,14/05/2015 10:46,14/05/2015 14:22
INGHIPAP-515,196028,INGHIPAP,,software,Resolved,Sub-task,14/05/2015 10:41,21/05/2015 11:53
INGHIPAP-514,196026,INGHIPAP,,software,Open,Sub-task,14/05/2015 10:38,
INGHIPAP-513,196024,INGHIPAP,,software,Resolved,Sub-task,14/05/2015 10:28,14/05/2015 13:25
INGHIPAP-512,196020,INGHIPAP,,software,Open,Sub-task,14/05/2015 10:13,
INGHIPAP-511,196017,INGHIPAP,,software,Resolved,Sub-task,14/05/2015 09:57,14/05/2015 10:01
INGHIPAP-510,196012,INGHIPAP,,software,Closed,Bug,14/05/2015 09:47,14/05/2015 09:53
INGHIPAP-509,196006,INGHIPAP,,software,Resolved,Sub-task,14/05/2015 09:05,14/05/2015 10:23
INGHIPAP-508,195966,INGHIPAP,,software,Closed,Sub-task,13/05/2015 17:00,01/06/2015 13:08
INGHIPAP-507,195945,INGHIPAP,,software,Resolved,Sub-task,13/05/2015 15:49,13/05/2015 17:29
INGHIPAP-506,195943,INGHIPAP,,software,Open,Sub-task,13/05/2015 15:45,
INGHIPAP-505,195920,INGHIPAP,,software,Resolved,Sub-task,13/05/2015 14:16,14/05/2015 09:47
INGHIPAP-504,195914,INGHIPAP,,software,Resolved,Sub-task,13/05/2015 13:41,13/05/2015 17:29
INGHIPAP-503,195902,INGHIPAP,,software,Resolved,Sub-task,13/05/2015 12:16,14/05/2015 10:44
INGHIPAP-502,195901,INGHIPAP,,software,Open,Bug,13/05/2015 12:00,
INGHIPAP-501,195897,INGHIPAP,,software,Open,Bug,13/05/2015 11:31,
INGHIPAP-500,195893,INGHIPAP,,software,Resolved,Sub-task,13/05/2015 11:22,13/05/2015 14:38
INGHIPAP-498,195808,INGHIPAP,,software,Resolved,Sub-task,12/05/2015 14:09,12/05/2015 18:59
INGHIPAP-497,195805,INGHIPAP,,software,Resolved,Sub-task,12/05/2015 13:45,14/05/2015 11:39
INGHIPAP-496,195795,INGHIPAP,,software,Open,Sub-task,12/05/2015 13:19,
INGHIPAP-495,195755,INGHIPAP,,software,Closed,Sub-task,12/05/2015 11:08,01/06/2015 13:08
INGHIPAP-494,195746,INGHIPAP,,software,Resolved,Sub-task,12/05/2015 10:43,01/06/2015 15:42
INGHIPAP-493,195731,INGHIPAP,,software,Closed,Sub-task,12/05/2015 10:09,13/05/2015 16:16
INGHIPAP-492,195727,INGHIPAP,,software,Open,Sub-task,12/05/2015 09:40,
INGHIPAP-491,195707,INGHIPAP,,software,Open,Sub-task,11/05/2015 17:26,
